Fecha,Medicamento,Consumo Historico,Inventario Actual,Brote Enfermedad (0/1),Nivel de Ingresos (Bajo/Medio/Alto),Desabastecimiento (0/1),Demanda historica,Tiempo de entrega (di­as),Estacionalidad,Costo del medicamento,Categori­a del medicamento
2022-01-16,Simvastatina,415,950,0,Medio,0,373,14,1.1562184303992082,50,Antiinflamatorio
2023-08-19,Amoxicilina,63,342,0,Alto,0,345,15,1.097870559699319,91,Antiinflamatorio
2022-10-25,Loratadina,109,422,0,Alto,0,383,25,1.061367142867377,16,Analgesico
2021-11-17,Amoxicilina,295,372,0,Alto,0,238,24,1.1769806957866231,28,Analgesico
2022-07-24,Amoxicilina,445,726,1,Medio,0,294,1,1.183516620782003,54,Antiinflamatorio
2024-05-28,Paracetamol,289,371,0,Bajo,0,189,8,0.9202381100828385,98,Antihipertensivo
2021-03-12,Loratadina,446,914,0,Bajo,0,331,5,1.0154001165135884,78,Antiinflamatorio
2021-06-20,Simvastatina,386,509,0,Medio,0,416,10,1.0737752062938197,31,Antiinflamatorio
2021-10-25,Metformina,310,493,0,Medio,0,305,13,0.9615965287329056,68,Antiinflamatorio
2023-02-21,Paracetamol,442,316,0,Medio,0,324,13,0.8794897224513136,97,Analgesico
2022-03-04,Simvastatina,336,283,0,Alto,0,481,2,0.8019232609667677,71,Antiinflamatorio
2024-05-25,Simvastatina,246,478,0,Alto,0,221,24,1.145030613719274,26,Antibiotico
2021-02-19,Amoxicilina,297,323,0,Alto,0,362,5,0.9173363610014383,67,Antiinflamatorio
2023-10-04,Loratadina,170,436,0,Alto,0,377,28,1.1195054907647686,10,Analgesico
2024-08-02,Paracetamol,132,394,0,Bajo,0,383,25,1.0394814835567465,30,Antibiotico
2021-03-26,Omeprazol,187,773,0,Medio,0,490,22,1.0472966853970789,28,Antihipertensivo
2023-05-15,Omeprazol,306,874,0,Bajo,0,475,19,1.0220335807245073,10,Antihipertensivo
2023-06-01,Salbutamol,166,989,0,Medio,0,425,26,0.8386819352613278,80,Antibiotico
2021-03-17,Omeprazol,424,391,0,Alto,0,325,9,1.1589720813151256,77,Analgesico
2021-01-25,Loratadina,305,553,0,Alto,0,470,25,0.8400579298053852,76,Antibiotico
2021-08-01,Aspirina,470,257,0,Alto,0,389,27,1.0876536511708461,64,Antibiotico
2024-04-12,Metformina,376,193,0,Alto,0,463,20,1.0960731368451355,76,Antibiotico
2021-06-08,Losartan,158,661,0,Medio,0,221,29,1.022744090792538,62,Antiinflamatorio
2024-02-18,Loratadina,274,740,0,Medio,0,449,28,0.9569212808409888,11,Antihipertensivo
2023-04-12,Aspirina,367,805,0,Alto,0,208,5,1.028083194126746,41,Antihipertensivo
2023-09-24,Metformina,244,949,0,Alto,0,341,22,0.9882821662497199,84,Analgesico
2023-03-15,Metformina,391,917,0,Alto,0,402,20,1.1812723862756505,95,Antiinflamatorio
2023-08-04,Aspirina,391,805,0,Alto,0,417,22,1.1852966583719802,10,Analgesico
2021-11-18,Losartan,362,558,0,Bajo,0,270,17,0.9904687562077603,37,Antiinflamatorio
2024-04-22,Amoxicilina,133,544,0,Bajo,0,312,22,0.961001507507008,46,Antihipertensivo
2024-04-28,Paracetamol,450,900,0,Bajo,1,145,5,1.093177720156505,35,Analgesico
2021-05-06,Salbutamol,176,708,0,Bajo,0,270,2,0.9498067873194702,23,Analgesico
2022-07-22,Paracetamol,468,142,0,Bajo,0,412,18,1.0325212986942143,87,Antihipertensivo
2021-04-18,Salbutamol,485,229,0,Medio,0,224,20,0.8823847948487408,29,Antibiotico
2023-08-01,Metformina,72,948,0,Alto,0,258,25,0.9990097078510713,73,Antibiotico
2021-10-25,Paracetamol,321,555,0,Medio,0,120,6,1.1533599905023388,19,Antiinflamatorio
2024-02-26,Amoxicilina,62,371,0,Medio,0,154,9,0.9199972433854368,31,Antiinflamatorio
2023-01-21,Loratadina,249,475,0,Alto,0,382,6,1.1086314074881658,65,Antihipertensivo
2023-09-23,Amoxicilina,275,321,0,Alto,0,123,27,0.8997510350052631,61,Analgesico
2022-03-15,Loratadina,128,495,0,Bajo,0,210,27,1.0765986359393593,73,Antibiotico
2024-07-31,Aspirina,292,758,1,Alto,0,110,24,0.8056565820310432,10,Antihipertensivo
2023-02-12,Simvastatina,307,185,1,Bajo,0,110,14,1.1296401347494496,84,Antiinflamatorio
2021-07-25,Metformina,218,828,0,Bajo,0,320,17,1.0821505179794948,55,Antiinflamatorio
2024-06-11,Salbutamol,77,662,0,Bajo,0,361,18,1.0911770490092294,59,Antihipertensivo
2022-10-16,Metformina,137,321,0,Alto,0,338,12,1.0859333885884719,11,Antihipertensivo
2021-09-28,Paracetamol,110,509,0,Alto,0,190,15,0.9793998002533737,26,Antibiotico
2023-09-22,Salbutamol,126,155,0,Bajo,0,249,8,0.903927857038256,93,Antiinflamatorio
2022-02-18,Aspirina,359,499,0,Bajo,0,381,25,0.9307641925897099,77,Analgesico
2021-09-04,Simvastatina,178,879,0,Medio,0,363,29,0.8878322049291149,54,Antiinflamatorio
2022-04-09,Paracetamol,323,391,0,Alto,0,346,3,0.9172386547899984,16,Analgesico
2023-05-15,Ibuprofeno,440,243,0,Medio,0,439,5,1.1856876440745538,24,Antibiotico
2022-05-19,Loratadina,178,311,0,Medio,1,171,15,0.9762405495931373,83,Antibiotico
2022-11-23,Aspirina,326,835,0,Medio,0,312,2,0.9332411307816258,66,Antihipertensivo
2021-08-20,Aspirina,166,248,0,Medio,0,393,21,1.1650577919239036,45,Analgesico
2021-02-17,Metformina,313,138,0,Alto,0,396,27,1.0400832651373753,56,Antiinflamatorio
2024-01-17,Losartan,263,136,0,Bajo,0,258,17,0.9566410831269773,86,Antibiotico
2024-07-02,Losartan,284,591,0,Alto,0,425,24,0.8098392977629832,30,Antibiotico
2024-06-07,Simvastatina,345,321,0,Medio,0,149,4,1.11720660751333,28,Analgesico
2021-06-12,Aspirina,314,312,0,Bajo,1,240,28,1.1774527187712853,53,Analgesico
2023-08-06,Metformina,324,723,0,Bajo,0,358,18,1.0617697773891053,33,Antibiotico
2022-09-23,Simvastatina,103,573,0,Bajo,0,270,26,0.8874450809445373,58,Antibiotico
2022-09-14,Paracetamol,406,952,0,Bajo,0,192,12,1.1357339574992533,62,Analgesico
2024-01-30,Ibuprofeno,263,413,0,Medio,0,232,7,0.8212899524275726,55,Analgesico
2022-12-16,Amoxicilina,386,179,0,Alto,0,115,17,1.053029455979882,57,Antiinflamatorio
2023-02-04,Aspirina,442,748,1,Medio,0,238,3,0.8792109090299429,52,Antihipertensivo
2021-05-17,Amoxicilina,428,481,0,Bajo,0,429,22,0.9807157816689194,89,Analgesico
2024-06-16,Losartan,306,247,0,Medio,0,419,21,0.9910076926865203,63,Analgesico
2023-09-29,Simvastatina,255,340,0,Alto,0,389,23,0.8663145615038063,63,Analgesico
2021-12-05,Losartan,86,317,0,Bajo,0,355,18,0.9249421705523254,18,Antihipertensivo
2023-08-13,Paracetamol,232,248,0,Alto,0,465,10,1.1466911452882984,62,Antihipertensivo
2023-03-21,Salbutamol,248,431,0,Bajo,0,133,4,1.1979695309842522,63,Analgesico
2022-07-03,Salbutamol,488,649,0,Bajo,0,257,15,0.943010746858983,30,Antiinflamatorio
2023-03-06,Loratadina,178,477,0,Alto,0,340,21,0.8265001272188793,50,Antihipertensivo
2023-07-16,Paracetamol,487,109,0,Medio,0,198,25,1.1153445420623789,62,Antiinflamatorio
2022-02-07,Simvastatina,389,373,0,Bajo,0,270,6,0.9635932810716251,44,Antibiotico
2022-07-06,Omeprazol,210,152,0,Bajo,0,291,17,0.9542453025866583,53,Antiinflamatorio
2022-06-27,Salbutamol,82,703,0,Alto,0,478,11,0.879565110108146,27,Analgesico
2022-07-30,Simvastatina,391,716,0,Bajo,0,349,10,1.1978983962003829,60,Antibiotico
2022-08-02,Loratadina,306,878,0,Medio,0,408,21,1.1595735238605023,88,Analgesico
2024-07-19,Losartan,137,864,0,Medio,0,283,29,0.9889347182905895,12,Antihipertensivo
2024-05-17,Paracetamol,116,666,0,Medio,0,278,18,0.8225991905994419,24,Antibiotico
2023-10-14,Losartan,224,667,0,Medio,0,219,28,0.9140336676076094,95,Antiinflamatorio
2022-04-02,Simvastatina,373,531,0,Medio,0,107,5,1.1701428807155778,48,Antibiotico
2023-11-02,Paracetamol,319,442,0,Bajo,0,268,26,0.8083414473460565,74,Antiinflamatorio
2024-07-11,Paracetamol,307,100,0,Alto,0,159,11,0.9624774478825211,86,Antiinflamatorio
2024-05-23,Losartan,319,231,0,Medio,1,438,26,0.8890615053367342,64,Antiinflamatorio
2021-08-06,Losartan,243,193,0,Medio,0,440,4,0.9310859511978857,88,Antibiotico
2021-12-12,Metformina,360,371,0,Alto,0,478,18,0.8163728958493773,99,Analgesico
2022-04-02,Salbutamol,450,938,1,Bajo,0,269,24,1.080882844164479,90,Antihipertensivo
2024-06-11,Paracetamol,293,922,0,Bajo,0,474,29,1.184886606985135,28,Antibiotico
2024-08-02,Loratadina,145,762,0,Bajo,0,123,1,0.8324323203140789,79,Analgesico
2022-12-11,Aspirina,130,158,0,Medio,0,318,2,0.831508813439606,62,Antihipertensivo
2021-02-05,Losartan,237,731,0,Medio,0,414,19,1.0488926099694766,70,Antibiotico
2021-11-13,Omeprazol,277,213,0,Alto,0,229,5,0.8483507976731293,88,Antihipertensivo
2022-08-17,Paracetamol,353,256,0,Bajo,0,452,15,1.123421823023499,60,Antihipertensivo
2022-09-21,Losartan,302,540,0,Medio,0,493,14,0.864905763431689,93,Antiinflamatorio
2023-07-25,Salbutamol,203,508,0,Bajo,0,371,1,0.9553274768613106,95,Antiinflamatorio
2021-07-08,Losartan,225,635,0,Bajo,0,338,12,1.1635365190893874,32,Analgesico
2024-05-05,Aspirina,232,654,0,Medio,0,305,14,1.1712644213302654,48,Antiinflamatorio
2021-11-04,Salbutamol,129,147,1,Alto,1,241,5,1.1380407655203584,82,Antiinflamatorio
2023-02-04,Omeprazol,362,450,0,Bajo,0,365,9,1.1302692986711862,94,Antibiotico
2023-03-21,Metformina,362,253,0,Medio,0,292,15,0.9017815757514726,23,Antiinflamatorio
2021-05-08,Losartan,412,342,0,Bajo,0,193,27,1.046378666985952,72,Analgesico
2021-03-14,Metformina,191,743,0,Medio,0,463,22,0.9745306550517772,18,Analgesico
2022-04-14,Paracetamol,81,974,0,Alto,0,291,29,1.1364747163185058,11,Antibiotico
2021-06-06,Ibuprofeno,413,101,0,Bajo,0,229,16,1.1892893447864468,22,Analgesico
2023-11-10,Paracetamol,432,729,1,Bajo,0,223,15,0.9419722465695053,29,Analgesico
2023-05-27,Paracetamol,51,703,0,Bajo,0,317,24,0.9300412891027086,61,Antiinflamatorio
2022-02-10,Ibuprofeno,375,236,1,Medio,0,462,1,0.9021662600058172,99,Analgesico
2022-02-13,Metformina,148,271,0,Alto,0,379,7,1.0296224213427771,48,Analgesico
2023-02-08,Simvastatina,174,437,1,Medio,0,141,7,1.1085119893153754,59,Antiinflamatorio
2022-11-29,Ibuprofeno,465,195,0,Alto,0,316,22,1.1311502876077446,12,Analgesico
2023-10-08,Omeprazol,62,138,0,Bajo,0,323,11,1.148138278298082,93,Antiinflamatorio
2021-04-28,Ibuprofeno,195,547,0,Medio,0,423,15,1.1336666966943176,47,Analgesico
2023-12-14,Metformina,110,313,1,Bajo,0,182,9,1.036600621370283,33,Analgesico
2023-01-20,Omeprazol,310,711,0,Medio,0,113,24,1.1429811798822,49,Antibiotico
2021-07-11,Amoxicilina,262,367,0,Medio,0,127,20,1.0488612575374674,50,Antiinflamatorio
2021-07-30,Amoxicilina,287,482,1,Medio,1,393,3,1.058373422014069,95,Antibiotico
2023-08-02,Amoxicilina,118,489,0,Medio,0,498,17,1.1356595708307462,80,Antiinflamatorio
2021-01-18,Loratadina,161,123,0,Alto,0,173,28,0.9554026862506506,60,Analgesico
2021-04-26,Salbutamol,358,414,0,Alto,0,495,21,1.0892593090859795,67,Antiinflamatorio
2021-08-11,Losartan,368,574,0,Bajo,0,416,18,1.0311283641439595,19,Antiinflamatorio
2022-08-15,Aspirina,54,988,0,Alto,0,250,12,1.0211878130366643,26,Antihipertensivo
2023-07-11,Paracetamol,78,135,0,Bajo,0,254,14,1.012433311986058,34,Analgesico
2021-09-19,Losartan,429,527,1,Medio,0,308,21,0.9165215361222406,59,Antiinflamatorio
2023-08-01,Omeprazol,135,502,0,Alto,0,104,28,1.1619755590271694,88,Antihipertensivo
2021-03-19,Simvastatina,485,879,1,Medio,0,320,22,0.9814597249927145,48,Analgesico
2021-11-21,Omeprazol,79,345,0,Bajo,0,365,14,1.198272862801042,45,Analgesico
2023-02-26,Ibuprofeno,109,563,0,Medio,0,223,29,0.8377333029977665,28,Analgesico
2023-10-07,Loratadina,117,958,0,Bajo,0,426,22,1.0210405466702446,40,Analgesico
2022-03-13,Amoxicilina,304,441,0,Alto,0,477,3,0.8262068551099778,46,Antihipertensivo
2023-02-27,Losartan,238,594,0,Bajo,1,304,29,1.1831384858862326,73,Antiinflamatorio
2023-12-26,Ibuprofeno,86,318,0,Alto,0,270,25,1.036262706961791,86,Antibiotico
2022-04-01,Loratadina,491,410,0,Alto,0,146,3,1.1033332526992476,33,Analgesico
2024-06-14,Simvastatina,291,607,0,Alto,0,264,28,0.8040546588130162,34,Antibiotico
2021-10-05,Ibuprofeno,225,540,0,Bajo,0,408,27,0.815982712845032,32,Antiinflamatorio
2022-03-25,Paracetamol,294,358,0,Medio,0,176,5,1.0596219150194008,29,Antiinflamatorio
2021-02-25,Losartan,85,881,0,Bajo,0,149,2,0.8537821161604142,11,Antihipertensivo
2024-04-27,Paracetamol,60,766,0,Alto,0,489,10,1.0571340591708551,76,Antiinflamatorio
2022-08-28,Omeprazol,372,600,0,Bajo,0,244,27,1.1506847329718177,96,Antibiotico
2021-03-23,Aspirina,474,563,0,Medio,0,480,18,1.0291255456391037,15,Antihipertensivo
2023-06-18,Paracetamol,199,895,0,Alto,1,260,18,0.859393527155329,77,Antiinflamatorio
2024-03-29,Paracetamol,267,374,0,Alto,0,180,26,0.8991172647337274,47,Antibiotico
2023-12-08,Loratadina,121,320,0,Medio,0,305,9,1.1942079001648873,55,Analgesico
2024-02-01,Amoxicilina,124,754,0,Medio,0,406,8,1.0763450685298226,37,Antiinflamatorio
2021-06-22,Salbutamol,287,205,0,Bajo,0,424,27,0.8618823839722756,60,Analgesico
2023-10-08,Omeprazol,459,772,0,Medio,1,234,21,1.1992210634941292,93,Antibiotico
2024-08-21,Metformina,492,386,1,Alto,0,243,2,1.0123521279955001,97,Antiinflamatorio
2021-09-03,Losartan,82,808,0,Medio,0,323,2,1.1434023200741734,21,Antibiotico
2021-03-22,Loratadina,126,521,0,Bajo,0,147,3,0.9490643360977158,38,Antiinflamatorio
2022-09-12,Simvastatina,490,729,0,Alto,0,289,18,1.1610189261773152,89,Antiinflamatorio
2022-09-04,Salbutamol,470,229,0,Bajo,0,399,7,1.0431225193667348,29,Antiinflamatorio
2024-03-03,Simvastatina,228,225,0,Bajo,0,136,16,1.1571710630273628,62,Antihipertensivo
2023-09-06,Losartan,254,614,0,Bajo,0,139,3,0.8612262856282542,83,Antiinflamatorio
2023-02-05,Aspirina,298,496,0,Medio,0,124,15,0.9878097043334259,27,Antiinflamatorio
2021-09-26,Salbutamol,62,489,1,Bajo,0,128,18,1.0270730592544068,66,Antibiotico
2023-07-31,Metformina,405,457,0,Alto,0,327,6,1.1829166199505505,66,Antihipertensivo
2024-06-21,Metformina,417,297,0,Alto,0,181,3,1.1823769261329733,39,Antiinflamatorio
2021-09-13,Metformina,199,412,0,Medio,0,413,29,1.0632266505453813,96,Antiinflamatorio
2021-10-19,Salbutamol,472,240,0,Bajo,0,284,19,1.0113319877746216,26,Antihipertensivo
2023-06-14,Losartan,120,545,1,Alto,0,286,13,1.158208125191417,14,Antibiotico
2021-09-26,Salbutamol,361,479,0,Medio,0,189,10,0.9551229558251548,25,Antiinflamatorio
2022-06-10,Simvastatina,378,525,0,Alto,0,343,3,0.9920484475997102,39,Antihipertensivo
2021-06-05,Paracetamol,67,955,1,Medio,0,499,29,1.1340425399588048,24,Analgesico
2021-04-02,Metformina,442,247,0,Bajo,0,408,2,0.9711323321336336,81,Antibiotico
2022-05-23,Amoxicilina,334,765,0,Bajo,0,431,3,1.0098393470193174,67,Antiinflamatorio
2021-09-18,Ibuprofeno,471,409,0,Alto,0,151,20,0.8154101970176584,57,Antihipertensivo
2022-11-21,Ibuprofeno,158,268,0,Bajo,0,268,19,1.0289335803575763,12,Antihipertensivo
2023-04-05,Metformina,138,196,1,Medio,0,109,22,1.065043535744306,74,Antiinflamatorio
2024-03-07,Loratadina,490,905,1,Alto,0,202,17,0.9401937305396387,29,Antibiotico
2024-08-17,Omeprazol,465,407,0,Medio,0,353,27,1.1113426702535398,31,Antiinflamatorio
2021-11-16,Simvastatina,341,879,0,Alto,0,409,16,0.990668035097491,20,Antiinflamatorio
2021-01-28,Metformina,61,286,0,Bajo,0,228,10,1.0516830565620388,64,Analgesico
2021-12-27,Omeprazol,345,906,0,Alto,0,171,22,1.0907349283374148,64,Antibiotico
2021-12-23,Paracetamol,462,247,0,Alto,0,103,21,1.0150337761609545,39,Antiinflamatorio
2023-05-30,Paracetamol,471,775,0,Medio,0,427,15,1.0807536990774254,93,Antibiotico
2024-06-04,Salbutamol,123,229,0,Medio,0,405,13,0.8558973248179428,61,Antihipertensivo
2021-02-10,Amoxicilina,256,165,0,Medio,1,177,9,1.1565422945818182,54,Antibiotico
2022-03-31,Simvastatina,169,934,0,Alto,0,447,27,1.093268677404733,94,Antiinflamatorio
2024-06-15,Ibuprofeno,170,899,0,Medio,0,315,14,0.9449671047539216,90,Analgesico
2021-09-09,Ibuprofeno,210,837,0,Bajo,0,314,12,1.0494150440374255,25,Antibiotico
2022-12-05,Simvastatina,271,453,0,Alto,0,391,6,0.8890912360173098,43,Antibiotico
2024-06-17,Paracetamol,450,466,0,Bajo,0,429,21,1.1252967436354246,87,Analgesico
2022-08-25,Aspirina,437,583,0,Bajo,1,160,14,0.8478021780586641,64,Antihipertensivo
2022-07-09,Ibuprofeno,225,298,0,Bajo,0,280,20,1.1774911748543042,71,Antibiotico
2023-12-28,Paracetamol,196,854,0,Alto,0,305,7,0.9318657458434569,20,Analgesico
2022-04-06,Omeprazol,100,632,0,Medio,0,371,8,1.0256157869281333,20,Antibiotico
2023-09-28,Paracetamol,215,756,0,Bajo,0,396,11,1.042302922426189,90,Antiinflamatorio
2023-06-29,Losartan,253,723,0,Bajo,0,233,20,0.8413567014523112,94,Antihipertensivo
2024-07-30,Losartan,173,696,0,Alto,0,178,16,0.94935919213278,57,Antihipertensivo
2021-09-25,Omeprazol,322,779,0,Medio,0,479,25,0.910918200981409,36,Antihipertensivo
2022-08-05,Amoxicilina,462,523,0,Medio,0,119,15,1.1316730457630426,54,Antihipertensivo
2022-03-27,Omeprazol,315,913,0,Medio,0,344,17,1.0070305378287507,94,Analgesico
2023-01-14,Paracetamol,218,944,0,Alto,0,308,3,0.8699045476648654,76,Analgesico
2023-11-22,Aspirina,431,323,0,Medio,0,192,25,1.1603841696197956,22,Antiinflamatorio
2022-07-23,Aspirina,53,693,0,Alto,0,175,24,0.9516357391287666,93,Antihipertensivo
2021-01-29,Paracetamol,297,943,0,Medio,0,164,3,1.1808621693680408,16,Antihipertensivo
2022-03-04,Salbutamol,255,926,0,Medio,0,111,3,1.0609534989351765,23,Antibiotico
2023-12-01,Loratadina,355,868,0,Medio,0,475,29,1.1017346596457374,73,Antihipertensivo
2022-03-24,Loratadina,367,150,0,Alto,0,368,26,1.031770571046016,81,Antiinflamatorio
2023-02-19,Metformina,121,880,0,Medio,0,482,7,0.9537251601709889,81,Antibiotico
2024-01-08,Amoxicilina,461,329,0,Alto,0,295,1,1.1436317690156654,82,Analgesico
2024-03-24,Amoxicilina,499,615,0,Medio,0,239,6,1.0218485683135736,95,Antibiotico
2023-08-29,Ibuprofeno,332,806,0,Alto,0,450,13,1.0668715704511156,11,Antiinflamatorio
2021-04-17,Omeprazol,326,283,0,Medio,0,191,28,0.8641829420094944,29,Antibiotico
2024-02-27,Omeprazol,456,501,0,Medio,0,180,5,1.010830737803926,64,Analgesico
2023-10-24,Simvastatina,382,259,0,Medio,0,424,12,0.9147169293062847,36,Antiinflamatorio
2023-10-03,Simvastatina,289,251,0,Bajo,0,453,14,0.8862693947385636,94,Analgesico
2023-10-10,Paracetamol,340,275,0,Bajo,0,310,23,0.8354199790083306,18,Antiinflamatorio
2022-12-10,Aspirina,444,377,1,Medio,0,372,12,0.8761963504926932,12,Antibiotico
2021-03-24,Ibuprofeno,323,815,0,Alto,0,302,20,0.946733956799214,47,Analgesico
2022-07-11,Paracetamol,229,851,0,Medio,0,378,7,1.1307975431302433,87,Antibiotico
2021-04-05,Amoxicilina,237,140,0,Alto,0,484,14,1.1707170166737102,24,Antibiotico
2021-04-10,Salbutamol,258,989,0,Bajo,0,426,2,1.1367114768479345,79,Antibiotico
2023-03-23,Paracetamol,359,773,0,Bajo,0,155,8,0.9909494315828482,39,Analgesico
2023-02-07,Omeprazol,417,420,0,Medio,0,397,13,0.9726004447141571,64,Antihipertensivo
2022-11-09,Ibuprofeno,210,452,0,Medio,0,429,28,0.9751615284634276,16,Analgesico
2022-05-30,Metformina,469,839,0,Medio,0,189,25,0.8853018681917437,15,Antiinflamatorio
2022-12-05,Aspirina,431,781,0,Medio,0,168,21,1.0708690487273833,20,Antibiotico
2021-08-03,Aspirina,286,418,0,Alto,1,163,25,0.8509484518584073,76,Antibiotico
2021-04-25,Losartan,310,213,0,Bajo,0,377,29,0.9096491970925241,35,Antihipertensivo
2023-03-17,Losartan,73,276,1,Bajo,1,298,10,1.0186519602303372,35,Antihipertensivo
2023-10-05,Amoxicilina,139,301,0,Alto,0,228,15,1.0390720849015553,94,Antihipertensivo
2021-08-11,Loratadina,282,197,0,Bajo,0,112,28,1.1850484115901714,64,Antiinflamatorio
2024-08-01,Metformina,151,741,1,Medio,0,494,3,0.937700188053146,93,Antibiotico
2021-06-14,Salbutamol,494,550,0,Alto,0,223,14,0.8629312450191002,98,Antibiotico
2022-09-12,Loratadina,387,870,0,Bajo,0,151,29,0.8383274314819577,82,Antihipertensivo
2022-10-25,Metformina,198,814,0,Alto,0,419,9,1.1197379788682593,58,Antihipertensivo
2021-07-03,Simvastatina,50,340,0,Medio,0,183,13,0.8282028865012774,41,Antiinflamatorio
2022-01-11,Salbutamol,308,792,0,Bajo,0,279,8,0.8520951769892812,79,Analgesico
2021-04-07,Loratadina,317,251,0,Alto,0,436,11,0.9893569977052381,21,Antibiotico
2021-06-06,Amoxicilina,78,659,0,Alto,0,135,1,0.9020448791726997,34,Antiinflamatorio
2021-12-27,Losartan,86,329,0,Bajo,0,179,6,1.1912200042406842,44,Analgesico
2021-02-10,Aspirina,101,478,0,Medio,0,177,1,0.9365608884528581,95,Analgesico
2022-05-27,Aspirina,432,216,0,Medio,0,380,10,1.007604628122116,80,Antihipertensivo
2023-10-06,Ibuprofeno,348,690,0,Bajo,0,340,24,0.8257240182658414,40,Antibiotico
2023-05-14,Metformina,413,233,0,Medio,0,314,15,0.8684267244041126,27,Antihipertensivo
2024-08-31,Ibuprofeno,385,832,0,Alto,1,204,15,0.9770513130597197,49,Antiinflamatorio
2022-09-23,Omeprazol,168,520,0,Bajo,0,299,2,1.0201690823173837,58,Analgesico
2022-01-13,Aspirina,112,116,0,Medio,0,395,5,0.8333020784193871,81,Antibiotico
2021-06-05,Aspirina,230,357,0,Bajo,0,252,29,0.8452751637676821,71,Antihipertensivo
2021-10-26,Ibuprofeno,385,283,0,Medio,0,299,4,1.199495371700409,40,Antibiotico
2021-10-30,Paracetamol,456,372,0,Medio,0,379,7,1.0756098673089727,23,Antibiotico
2021-02-05,Loratadina,209,613,0,Alto,0,326,12,1.1983830373191307,53,Analgesico
2023-07-30,Metformina,388,222,0,Medio,0,134,6,0.8818953889903062,70,Antihipertensivo
2023-06-02,Metformina,93,526,0,Bajo,0,119,4,0.9654323569605666,65,Antihipertensivo
2023-02-22,Amoxicilina,477,282,0,Bajo,0,293,6,0.8537285921659952,70,Antihipertensivo
2021-04-13,Amoxicilina,420,464,0,Bajo,0,189,8,1.1716253808046626,38,Antibiotico
2021-01-11,Ibuprofeno,331,318,0,Alto,0,252,17,1.1407464926337405,19,Antiinflamatorio
2023-03-04,Losartan,296,672,0,Bajo,0,150,21,1.0302980026630293,29,Antiinflamatorio
2024-08-28,Amoxicilina,168,867,1,Medio,0,260,10,0.8117288107589482,10,Antihipertensivo
2022-10-23,Loratadina,330,842,0,Medio,1,269,13,0.8502717243182564,77,Antihipertensivo
2023-07-31,Simvastatina,67,790,0,Bajo,0,317,9,0.9757145243145073,87,Antibiotico
2024-08-23,Salbutamol,225,510,1,Medio,0,349,11,1.1809830978516982,89,Analgesico
2023-07-09,Loratadina,468,709,0,Medio,0,107,17,0.8584666453301861,19,Antibiotico
2023-10-21,Ibuprofeno,136,908,0,Medio,0,415,8,0.9549899576840408,10,Antiinflamatorio
2023-07-11,Amoxicilina,118,550,0,Alto,0,278,7,1.161121481900358,39,Antibiotico
2022-01-16,Amoxicilina,203,817,0,Medio,0,311,20,1.093431270657427,53,Analgesico
2023-12-27,Simvastatina,129,522,0,Medio,0,137,6,1.0759938058477314,74,Antiinflamatorio
2023-03-15,Metformina,444,792,1,Medio,0,131,21,1.1851481441533966,82,Analgesico
2022-09-15,Metformina,447,178,1,Medio,0,498,7,0.8904084110757198,85,Antihipertensivo
2024-06-08,Paracetamol,320,666,0,Medio,0,260,22,1.0849434769330952,87,Antihipertensivo
2022-01-20,Aspirina,385,788,0,Alto,1,138,29,0.921796640369836,21,Antibiotico
2021-12-24,Losartan,170,580,0,Bajo,0,388,17,0.9063060372763734,31,Antihipertensivo
2024-03-01,Loratadina,130,609,1,Medio,0,227,22,1.1481043792868593,49,Antiinflamatorio
2024-08-20,Aspirina,405,575,0,Medio,0,295,1,1.0037066942297361,59,Antiinflamatorio
2021-09-28,Paracetamol,137,569,0,Alto,0,482,29,0.8356987447199211,20,Antiinflamatorio
2023-02-09,Metformina,383,669,0,Bajo,0,164,12,1.0660253447341712,46,Analgesico
2022-10-12,Metformina,167,867,0,Medio,0,419,16,1.19098001451551,47,Antihipertensivo
2022-03-02,Loratadina,324,819,0,Alto,0,193,17,1.1675313349636882,75,Analgesico
2022-06-17,Omeprazol,142,591,0,Alto,0,341,17,1.098907859921784,89,Analgesico
2022-04-25,Metformina,221,853,1,Bajo,0,191,3,0.9077792782682232,71,Antihipertensivo
2022-02-25,Ibuprofeno,139,919,0,Bajo,0,238,3,0.8134891391446254,46,Analgesico
2023-10-03,Metformina,314,443,0,Alto,0,123,10,1.1047169978474685,75,Antiinflamatorio
2021-01-03,Losartan,295,758,0,Bajo,0,410,2,0.9496443258344829,97,Antiinflamatorio
2021-09-05,Losartan,175,176,1,Medio,0,368,27,1.1649863327188388,53,Antihipertensivo
2024-06-23,Metformina,374,173,0,Bajo,0,430,23,1.1769128175515373,85,Antibiotico
2023-06-05,Ibuprofeno,292,512,0,Bajo,0,482,7,1.0272096154446022,85,Antiinflamatorio
2021-05-26,Salbutamol,431,548,0,Bajo,0,293,11,1.1573113854704196,49,Antihipertensivo
2023-09-10,Metformina,470,667,0,Alto,0,150,8,0.862483399504453,60,Analgesico
2021-12-01,Salbutamol,143,442,0,Medio,0,356,14,0.8936918378915676,46,Antihipertensivo
2022-03-18,Amoxicilina,239,398,0,Bajo,0,143,7,0.8691624655988855,51,Antiinflamatorio
2023-04-29,Paracetamol,155,110,0,Alto,0,425,4,1.1869421300906358,59,Analgesico
