Fecha,Medicamento,Consumo Histórico,Inventario Actual,Brote Enfermedad (0/1),Nivel de Ingresos (Bajo/Medio/Alto),Desabastecimiento (0/1)
2023-06-01,Losartan,475,953,0,Medio,0
2021-06-09,Salbutamol,117,596,0,Bajo,0
2022-01-31,Simvastatina,176,991,0,Medio,0
2021-03-15,Paracetamol,432,526,0,Medio,0
2021-06-22,Loratadina,290,380,0,Alto,0
2021-01-12,Paracetamol,66,237,0,Alto,0
2023-01-03,Metformina,403,405,0,Medio,0
2024-08-20,Omeprazol,305,661,0,Medio,0
2022-09-11,Omeprazol,353,793,0,Bajo,0
2021-03-15,Paracetamol,272,930,0,Bajo,0
2023-05-21,Salbutamol,484,220,0,Bajo,0
2021-03-10,Ibuprofeno,120,874,0,Alto,0
2022-05-24,Amoxicilina,212,542,0,Medio,0
2022-12-21,Paracetamol,131,170,0,Alto,0
2022-01-23,Simvastatina,113,762,0,Alto,0
2021-10-18,Metformina,108,294,0,Alto,0
2021-07-15,Aspirina,66,900,0,Alto,1
2024-03-26,Loratadina,359,695,0,Medio,0
2023-11-14,Omeprazol,89,629,0,Medio,0
2023-09-14,Paracetamol,172,581,0,Alto,0
2023-07-18,Simvastatina,222,677,0,Medio,0
2022-07-18,Salbutamol,115,101,1,Bajo,0
2022-05-29,Omeprazol,249,229,0,Alto,0
2021-05-21,Amoxicilina,389,217,0,Alto,0
2022-11-08,Simvastatina,328,460,0,Medio,0
2021-07-17,Amoxicilina,340,982,0,Medio,0
2021-07-01,Amoxicilina,443,589,1,Bajo,0
2021-12-03,Loratadina,333,283,0,Bajo,0
2021-07-29,Loratadina,423,385,0,Medio,0
2022-10-27,Metformina,339,851,0,Bajo,0
2023-11-20,Losartan,462,353,1,Alto,0
2023-12-14,Paracetamol,290,790,0,Bajo,0
2021-09-19,Amoxicilina,363,214,0,Alto,0
2021-10-10,Losartan,301,453,0,Bajo,0
2021-12-03,Aspirina,152,462,0,Bajo,0
2023-08-29,Omeprazol,443,174,0,Bajo,0
2023-03-23,Ibuprofeno,188,993,1,Alto,0
2021-05-22,Losartan,333,772,0,Bajo,0
2023-09-16,Ibuprofeno,260,133,0,Bajo,0
2022-04-01,Losartan,306,556,1,Medio,0
2022-06-22,Aspirina,66,643,0,Medio,0
2022-11-28,Ibuprofeno,181,923,0,Medio,0
2023-05-14,Salbutamol,384,855,0,Bajo,0
2021-01-20,Omeprazol,127,865,0,Medio,0
2024-04-28,Losartan,84,968,0,Bajo,0
2022-08-01,Losartan,188,711,0,Alto,0
2022-11-07,Loratadina,257,151,0,Alto,0
2023-12-28,Omeprazol,349,498,0,Alto,0
2022-07-02,Amoxicilina,251,580,0,Alto,0
2022-07-05,Salbutamol,310,564,0,Alto,0
2022-01-23,Simvastatina,252,952,0,Bajo,0
2023-03-25,Simvastatina,153,178,0,Medio,0
2023-05-31,Losartan,134,583,0,Medio,0
2021-12-11,Ibuprofeno,205,179,0,Medio,0
2022-08-18,Ibuprofeno,301,247,0,Bajo,0
2022-09-03,Paracetamol,382,225,0,Bajo,0
2021-03-07,Omeprazol,186,648,0,Alto,0
2022-02-01,Simvastatina,110,314,0,Alto,0
2021-09-13,Losartan,463,581,0,Alto,0
2024-07-27,Salbutamol,319,233,0,Medio,0
2021-10-02,Metformina,55,875,0,Medio,0
2022-08-03,Salbutamol,298,638,0,Bajo,0
2022-01-08,Omeprazol,370,237,0,Medio,0
2021-09-06,Losartan,460,686,0,Bajo,0
2022-04-18,Salbutamol,137,370,0,Medio,1
2023-05-23,Paracetamol,99,362,0,Medio,0
2024-01-06,Simvastatina,306,768,0,Bajo,0
2021-10-05,Omeprazol,336,717,0,Bajo,0
2023-01-20,Salbutamol,470,880,0,Bajo,0
2021-01-03,Omeprazol,349,755,0,Bajo,0
2021-08-21,Simvastatina,143,982,0,Alto,0
2023-05-23,Losartan,69,195,0,Alto,0
2024-08-24,Aspirina,142,160,0,Bajo,0
2021-02-08,Paracetamol,176,233,0,Medio,0
2023-09-12,Aspirina,84,212,0,Medio,0
2023-11-01,Loratadina,469,183,0,Bajo,0
2022-08-18,Salbutamol,281,835,1,Bajo,0
2022-03-02,Salbutamol,487,651,0,Alto,0
2021-10-02,Aspirina,148,232,0,Alto,0
2023-03-12,Omeprazol,382,953,0,Medio,0
2024-08-12,Amoxicilina,211,533,1,Medio,0
2021-09-17,Metformina,159,587,0,Bajo,0
2023-11-26,Metformina,54,388,0,Alto,0
2023-12-05,Amoxicilina,469,847,0,Alto,0
2022-03-21,Amoxicilina,350,445,1,Bajo,0
2024-07-28,Aspirina,268,752,1,Bajo,0
2021-09-07,Ibuprofeno,368,873,0,Medio,0
2023-11-21,Paracetamol,493,369,0,Bajo,0
2023-06-10,Omeprazol,405,910,0,Medio,0
2023-08-11,Amoxicilina,375,837,0,Medio,0
2021-07-03,Paracetamol,471,553,0,Alto,0
2021-11-20,Loratadina,267,760,0,Bajo,0
2022-03-14,Loratadina,108,935,0,Alto,0
2023-01-23,Salbutamol,375,407,0,Bajo,0
2021-10-12,Ibuprofeno,390,446,1,Bajo,0
2023-06-11,Losartan,140,814,0,Alto,0
2023-09-25,Metformina,480,230,1,Bajo,0
2023-12-28,Ibuprofeno,427,139,0,Bajo,0
2024-01-02,Omeprazol,481,463,0,Medio,0
2024-07-12,Loratadina,221,574,1,Medio,0
2022-08-04,Amoxicilina,160,481,0,Alto,0
2023-06-22,Loratadina,485,211,0,Alto,0
2023-02-15,Loratadina,60,616,0,Medio,0
2022-08-09,Loratadina,386,286,0,Bajo,0
2023-03-26,Aspirina,334,177,0,Alto,0
2023-10-06,Simvastatina,272,103,0,Medio,0
2022-03-14,Omeprazol,105,372,0,Alto,0
2022-03-29,Simvastatina,226,432,0,Bajo,0
2021-06-25,Salbutamol,77,329,0,Alto,0
2023-05-01,Paracetamol,444,941,0,Alto,1
2022-08-22,Amoxicilina,193,199,0,Medio,0
2022-11-06,Ibuprofeno,167,729,0,Bajo,0
2022-09-05,Losartan,72,951,0,Medio,0
2021-10-19,Loratadina,292,193,0,Bajo,0
2022-06-05,Simvastatina,412,586,0,Medio,0
2021-05-07,Aspirina,316,734,0,Bajo,0
2022-06-06,Salbutamol,218,780,0,Alto,0
2024-01-28,Simvastatina,219,280,0,Medio,0
2022-03-20,Metformina,430,473,0,Bajo,0
2022-06-08,Ibuprofeno,496,987,0,Alto,0
2022-07-05,Simvastatina,434,412,0,Alto,0
2023-08-25,Simvastatina,258,411,0,Bajo,0
2022-10-25,Losartan,376,508,0,Bajo,0
2023-05-08,Loratadina,479,921,0,Bajo,0
2021-08-21,Ibuprofeno,385,760,0,Alto,0
2022-03-26,Loratadina,309,297,0,Bajo,0
2021-01-22,Amoxicilina,482,572,0,Medio,0
2023-11-15,Metformina,238,490,0,Alto,0
2023-06-13,Loratadina,215,758,0,Medio,0
2021-08-28,Salbutamol,421,972,0,Bajo,0
2022-08-12,Loratadina,287,483,1,Bajo,0
2023-09-06,Amoxicilina,315,583,0,Medio,1
2021-11-13,Loratadina,408,662,0,Bajo,0
2022-11-26,Paracetamol,160,744,1,Medio,0
2021-05-09,Salbutamol,83,350,0,Bajo,0
2023-08-20,Aspirina,275,338,0,Alto,0
2022-03-17,Omeprazol,54,188,0,Alto,0
2022-08-10,Salbutamol,309,990,0,Alto,0
2022-04-19,Metformina,480,873,0,Alto,0
2024-02-07,Simvastatina,313,266,0,Medio,0
2022-11-27,Omeprazol,181,686,0,Alto,0
2021-01-17,Paracetamol,448,882,0,Medio,0
2024-05-25,Paracetamol,224,957,0,Bajo,0
2022-10-27,Ibuprofeno,415,104,0,Alto,0
2023-01-15,Losartan,430,392,0,Bajo,0
2023-05-05,Amoxicilina,455,703,0,Medio,0
2022-05-13,Aspirina,296,167,0,Bajo,0
2022-05-15,Salbutamol,364,112,1,Alto,0
2023-06-09,Aspirina,375,745,0,Medio,0
2024-04-23,Simvastatina,331,819,0,Alto,0
2024-01-22,Amoxicilina,439,209,0,Medio,0
2022-12-20,Losartan,401,243,0,Alto,0
2022-07-31,Omeprazol,244,510,0,Medio,0
2021-08-28,Ibuprofeno,87,506,0,Bajo,0
2021-07-06,Aspirina,477,410,0,Medio,0
2023-06-10,Ibuprofeno,498,951,0,Medio,0
2023-02-22,Metformina,116,714,0,Alto,0
2023-12-04,Aspirina,172,961,0,Bajo,0
2021-08-16,Salbutamol,391,873,1,Alto,0
2022-08-24,Paracetamol,216,736,0,Alto,0
2024-03-25,Ibuprofeno,361,823,0,Alto,0
2022-07-15,Amoxicilina,387,794,1,Alto,0
2024-04-09,Losartan,105,486,0,Alto,0
2022-02-24,Ibuprofeno,274,454,0,Medio,0
2024-04-20,Aspirina,238,577,0,Alto,0
2023-12-26,Paracetamol,259,400,0,Alto,0
2024-06-22,Metformina,273,874,0,Bajo,0
2021-07-22,Paracetamol,400,952,0,Alto,0
2022-03-18,Metformina,282,938,0,Medio,0
2022-07-30,Salbutamol,153,159,0,Bajo,0
2023-02-13,Salbutamol,434,324,0,Bajo,0
2024-08-18,Aspirina,494,350,0,Alto,0
2021-12-26,Aspirina,186,588,0,Bajo,0
2023-11-03,Losartan,185,413,0,Alto,0
2023-06-30,Omeprazol,272,818,0,Bajo,0
2022-09-09,Salbutamol,478,244,0,Medio,0
2023-05-29,Ibuprofeno,229,837,0,Alto,0
2021-09-09,Loratadina,332,478,0,Bajo,0
2022-08-01,Simvastatina,248,410,0,Medio,0
2022-02-18,Losartan,186,637,0,Medio,0
2021-10-09,Losartan,309,628,0,Alto,0
2021-08-09,Simvastatina,69,840,0,Alto,0
2022-09-21,Simvastatina,139,657,0,Alto,1
2024-08-06,Salbutamol,268,746,0,Medio,0
2023-02-07,Losartan,276,346,0,Alto,1
2022-02-27,Omeprazol,232,722,0,Alto,0
2023-01-17,Aspirina,351,197,0,Alto,0
2022-11-26,Losartan,396,157,0,Bajo,0
2024-04-08,Paracetamol,229,730,0,Medio,0
2021-10-12,Aspirina,216,652,0,Alto,0
2023-09-22,Salbutamol,466,459,0,Bajo,0
2022-10-27,Salbutamol,339,272,0,Medio,0
2023-02-27,Paracetamol,208,150,1,Bajo,0
2023-08-15,Metformina,136,565,0,Medio,0
2021-05-29,Amoxicilina,352,936,0,Medio,0
2021-06-22,Ibuprofeno,75,369,0,Alto,0
2021-07-21,Losartan,250,688,0,Bajo,0
2022-02-23,Ibuprofeno,464,782,0,Medio,1
2021-02-08,Amoxicilina,200,977,1,Alto,0
2021-10-09,Paracetamol,268,330,0,Alto,0
2021-07-17,Aspirina,278,221,0,Alto,0
2021-12-30,Amoxicilina,60,507,0,Medio,0
2023-08-17,Ibuprofeno,62,380,0,Alto,1
2022-09-06,Ibuprofeno,290,665,0,Bajo,0
2023-05-17,Simvastatina,497,227,0,Bajo,0
2024-01-10,Ibuprofeno,261,845,0,Medio,0
2022-12-25,Omeprazol,458,354,0,Alto,0
2021-08-28,Loratadina,350,772,1,Medio,0
2024-05-08,Metformina,134,838,0,Alto,0
2023-06-08,Aspirina,411,603,0,Medio,0
2023-03-10,Salbutamol,268,963,0,Alto,0
2021-08-05,Aspirina,300,256,1,Alto,0
2024-07-19,Loratadina,348,881,0,Alto,0
2022-03-23,Aspirina,387,244,0,Bajo,0
2024-05-22,Amoxicilina,163,304,0,Medio,0
2024-05-01,Losartan,353,913,0,Alto,0
2024-02-19,Loratadina,336,596,0,Alto,0
2024-02-19,Losartan,412,168,0,Alto,0
2022-04-16,Losartan,381,778,0,Medio,0
2021-03-09,Loratadina,279,116,0,Medio,0
2021-01-26,Omeprazol,362,718,0,Medio,0
2021-05-10,Metformina,142,294,0,Medio,0
2022-10-31,Metformina,51,612,0,Bajo,0
2021-02-20,Aspirina,83,202,0,Bajo,0
2022-01-19,Paracetamol,273,455,0,Alto,0
2022-02-07,Loratadina,111,579,0,Bajo,0
2023-12-24,Losartan,488,207,0,Medio,0
2022-05-04,Omeprazol,336,401,0,Alto,0
2024-06-10,Metformina,381,969,0,Medio,0
2023-12-27,Simvastatina,310,818,0,Bajo,0
2021-08-15,Simvastatina,450,952,0,Bajo,0
2021-07-07,Amoxicilina,123,323,0,Bajo,0
2022-02-25,Simvastatina,498,970,0,Alto,0
2023-07-20,Metformina,373,338,0,Medio,0
2024-02-05,Salbutamol,407,283,0,Medio,0
2021-10-15,Amoxicilina,366,314,0,Medio,0
2021-09-18,Omeprazol,287,648,0,Bajo,0
2024-03-06,Simvastatina,476,673,1,Medio,0
2023-03-02,Ibuprofeno,252,127,0,Medio,0
2022-12-31,Ibuprofeno,486,868,0,Bajo,0
2021-12-30,Amoxicilina,276,931,0,Alto,0
2021-12-26,Ibuprofeno,83,653,0,Medio,0
2021-02-10,Ibuprofeno,259,329,1,Alto,0
2023-02-25,Ibuprofeno,485,335,0,Bajo,0
2022-11-03,Simvastatina,406,690,0,Bajo,0
2023-06-07,Loratadina,64,390,1,Medio,0
2022-07-11,Simvastatina,332,264,0,Alto,0
2021-03-31,Paracetamol,415,560,0,Alto,0
2021-07-15,Paracetamol,303,863,0,Bajo,0
2023-03-13,Losartan,426,140,0,Medio,0
2023-06-19,Amoxicilina,194,175,0,Bajo,0
2021-12-30,Ibuprofeno,173,237,0,Medio,0
2022-09-03,Losartan,300,690,0,Alto,0
2023-10-30,Metformina,406,940,0,Bajo,0
2023-11-28,Omeprazol,167,696,0,Bajo,0
2023-10-22,Losartan,117,662,0,Bajo,0
2023-06-06,Ibuprofeno,415,425,0,Medio,0
2024-06-03,Amoxicilina,264,923,0,Bajo,0
2021-02-22,Ibuprofeno,141,199,0,Bajo,0
2023-05-14,Amoxicilina,205,910,0,Medio,0
2021-09-21,Losartan,91,963,0,Bajo,0
2021-11-14,Simvastatina,426,438,0,Medio,0
2022-11-25,Ibuprofeno,221,896,0,Alto,0
2021-12-26,Paracetamol,163,146,0,Bajo,0
2021-11-18,Losartan,375,828,0,Alto,0
2022-07-23,Simvastatina,472,985,0,Alto,0
2023-08-11,Omeprazol,215,824,0,Medio,0
2022-05-03,Simvastatina,315,999,0,Medio,0
2022-03-07,Losartan,339,875,0,Medio,0
2022-12-25,Metformina,226,638,0,Medio,0
2022-04-04,Metformina,479,153,0,Medio,0
2024-07-03,Losartan,280,450,0,Medio,0
2022-07-03,Losartan,81,452,0,Alto,1
2021-03-16,Paracetamol,489,512,0,Alto,0
2023-11-08,Loratadina,234,817,0,Alto,0
2021-02-12,Ibuprofeno,475,372,0,Bajo,0
2023-10-04,Omeprazol,338,873,0,Bajo,0
2021-03-27,Loratadina,151,716,0,Medio,0
2023-02-27,Paracetamol,85,145,0,Alto,0
2022-04-17,Omeprazol,388,860,0,Bajo,0
2023-02-19,Salbutamol,252,404,0,Alto,0
2024-02-27,Omeprazol,206,510,0,Bajo,0
2021-04-03,Simvastatina,374,974,0,Bajo,0
2022-12-05,Omeprazol,187,638,0,Bajo,0
2022-02-20,Metformina,406,564,0,Medio,1
2022-02-05,Amoxicilina,77,855,0,Medio,0
2021-04-27,Paracetamol,225,158,0,Alto,0
2022-11-12,Aspirina,278,506,0,Alto,0
2023-09-17,Simvastatina,209,583,0,Bajo,0
2023-09-01,Loratadina,181,382,0,Medio,0
2021-07-21,Salbutamol,54,331,0,Bajo,0
2023-11-16,Aspirina,385,226,0,Medio,0
2024-02-11,Amoxicilina,229,235,0,Bajo,0
2024-02-25,Metformina,209,611,0,Alto,0
2024-07-06,Omeprazol,52,623,0,Bajo,0
2023-09-16,Amoxicilina,262,361,0,Bajo,0
2023-02-14,Ibuprofeno,195,880,0,Bajo,0
2023-07-04,Paracetamol,168,424,0,Bajo,0
2021-01-12,Paracetamol,58,525,0,Bajo,1
2022-08-16,Losartan,355,141,0,Medio,0
2021-12-31,Salbutamol,405,469,0,Alto,0
2023-09-04,Ibuprofeno,307,885,0,Alto,0
2024-03-29,Losartan,73,348,0,Alto,0
2021-04-21,Salbutamol,261,601,0,Alto,0
2021-02-16,Losartan,157,770,0,Medio,0
2023-03-17,Loratadina,377,415,1,Alto,0
2022-12-07,Ibuprofeno,200,944,0,Bajo,0
2021-12-14,Salbutamol,407,988,0,Bajo,0
2022-03-26,Metformina,161,542,0,Alto,0
2022-06-26,Salbutamol,188,852,0,Medio,0
2023-02-08,Loratadina,469,684,1,Bajo,0
2022-04-27,Loratadina,247,749,0,Alto,0
2021-08-07,Amoxicilina,226,429,0,Alto,0
2024-02-05,Losartan,322,344,0,Medio,0
2021-07-27,Omeprazol,467,775,0,Alto,0
2022-08-17,Loratadina,292,288,0,Medio,0
2023-08-06,Amoxicilina,449,805,0,Medio,0
2021-08-17,Metformina,60,657,1,Alto,0
2024-07-30,Metformina,204,790,0,Alto,1
2021-08-09,Losartan,311,744,0,Medio,0
2023-11-20,Salbutamol,208,928,0,Medio,0
2023-07-28,Losartan,415,677,0,Alto,0
2024-02-21,Losartan,393,968,0,Alto,0
2022-01-25,Simvastatina,457,192,1,Medio,0
2022-03-12,Ibuprofeno,451,792,0,Medio,0
2021-10-19,Metformina,441,347,0,Alto,0
2022-11-30,Metformina,245,562,0,Alto,0
2021-01-24,Salbutamol,258,143,1,Medio,0
2023-07-08,Aspirina,281,694,0,Bajo,0
2024-06-17,Loratadina,223,370,0,Bajo,0
2023-05-21,Ibuprofeno,116,412,0,Medio,0
2023-03-06,Salbutamol,420,273,0,Medio,0
2022-02-17,Omeprazol,350,189,0,Medio,0
2021-01-18,Losartan,216,254,0,Alto,0
2023-07-10,Metformina,483,673,0,Bajo,0
2023-03-08,Salbutamol,216,937,0,Bajo,0
2024-05-18,Salbutamol,330,734,0,Alto,0
2023-07-31,Aspirina,335,813,0,Bajo,0
2023-11-21,Ibuprofeno,226,942,1,Bajo,0
2022-06-30,Omeprazol,406,791,0,Medio,0
2023-08-28,Omeprazol,480,966,0,Bajo,0
2022-07-11,Metformina,174,839,0,Bajo,0
2023-01-09,Salbutamol,375,616,0,Bajo,0
2024-03-11,Amoxicilina,320,760,0,Medio,0
2023-05-23,Salbutamol,360,885,0,Alto,0
2022-11-24,Paracetamol,95,847,0,Medio,0
2023-01-05,Salbutamol,150,590,0,Alto,0
2022-07-05,Ibuprofeno,205,876,0,Bajo,0
2023-01-26,Losartan,372,833,0,Medio,0
2022-07-18,Aspirina,128,298,0,Medio,0
2022-04-16,Losartan,126,975,0,Medio,0
2021-05-16,Omeprazol,63,725,0,Bajo,0
2022-11-01,Metformina,223,889,0,Medio,0
2022-01-01,Ibuprofeno,328,661,1,Bajo,0
2024-02-07,Omeprazol,469,293,0,Alto,0
2024-02-16,Simvastatina,318,416,1,Medio,0
2021-04-06,Aspirina,390,663,0,Alto,0
2024-06-02,Metformina,221,887,0,Alto,0
2023-05-18,Metformina,442,721,0,Medio,0
2022-10-07,Metformina,255,171,0,Medio,0
2024-05-07,Ibuprofeno,313,682,1,Bajo,0
2022-09-08,Salbutamol,497,207,0,Alto,0
2021-10-19,Losartan,76,555,0,Alto,0
2023-06-24,Omeprazol,279,448,0,Medio,0
2022-05-05,Amoxicilina,407,847,0,Bajo,0
2022-07-02,Amoxicilina,251,427,0,Alto,0
2023-09-07,Ibuprofeno,433,954,0,Bajo,0
2022-01-21,Loratadina,113,486,0,Alto,0
2021-05-15,Loratadina,293,358,0,Bajo,0
2024-01-05,Salbutamol,478,947,0,Alto,1
2023-11-04,Ibuprofeno,107,509,1,Alto,0
2023-05-18,Amoxicilina,230,572,0,Bajo,0
2021-07-19,Paracetamol,401,549,0,Bajo,0
2022-01-18,Amoxicilina,476,334,0,Bajo,0
2023-01-09,Amoxicilina,206,785,0,Bajo,0
2023-01-16,Losartan,456,890,0,Medio,0
2022-06-08,Ibuprofeno,257,205,0,Alto,0
2021-02-18,Paracetamol,436,152,0,Medio,0
2023-02-23,Loratadina,229,894,1,Medio,0
2024-05-02,Ibuprofeno,417,887,0,Bajo,0
2024-04-06,Simvastatina,368,476,0,Bajo,0
2023-06-15,Loratadina,397,593,0,Medio,0
2024-02-10,Simvastatina,272,795,0,Bajo,0
2022-03-09,Ibuprofeno,152,526,0,Alto,0
2024-06-30,Paracetamol,360,147,0,Medio,0
2021-11-18,Omeprazol,143,843,0,Medio,0
2023-12-20,Loratadina,230,621,0,Alto,0
2021-07-05,Ibuprofeno,443,148,0,Alto,0
2023-05-05,Aspirina,399,899,0,Bajo,0
2023-02-12,Paracetamol,109,938,0,Bajo,1
2021-06-30,Losartan,446,414,0,Alto,0
2024-01-21,Loratadina,240,706,0,Bajo,0
2023-09-05,Aspirina,426,940,0,Medio,0
2021-05-30,Simvastatina,440,990,0,Medio,0
2023-05-01,Omeprazol,333,628,0,Medio,0
2022-03-25,Loratadina,93,879,0,Bajo,0
2024-03-15,Salbutamol,80,195,0,Alto,0
2023-10-29,Omeprazol,98,141,0,Alto,0
2023-02-07,Simvastatina,380,162,0,Alto,0
2022-04-17,Omeprazol,280,540,0,Bajo,0
2023-02-10,Paracetamol,491,401,0,Bajo,0
2023-02-25,Amoxicilina,307,154,0,Bajo,0
2024-01-05,Omeprazol,56,552,0,Alto,0
2021-11-12,Amoxicilina,367,212,1,Medio,0
2022-10-04,Paracetamol,268,523,0,Medio,0
2021-10-26,Salbutamol,358,539,0,Alto,0
2024-08-29,Salbutamol,413,983,0,Alto,0
2024-02-22,Ibuprofeno,490,150,0,Alto,0
2024-01-03,Losartan,355,402,0,Bajo,1
2021-02-07,Aspirina,432,246,0,Bajo,0
2021-10-15,Losartan,241,295,0,Alto,1
2023-03-09,Losartan,347,406,0,Bajo,0
2023-05-09,Metformina,260,736,0,Alto,0
2022-11-16,Losartan,398,796,0,Medio,0
2024-03-05,Metformina,441,792,0,Bajo,0
2021-10-21,Loratadina,444,644,0,Alto,0
2022-08-30,Losartan,178,982,0,Medio,0
2023-09-26,Paracetamol,188,499,1,Medio,0
2023-05-29,Paracetamol,207,475,0,Medio,0
2024-04-14,Losartan,230,405,1,Medio,0
2023-07-02,Losartan,239,197,0,Bajo,0
2021-06-02,Omeprazol,317,933,0,Alto,0
2021-12-03,Metformina,153,643,0,Medio,0
2022-07-02,Simvastatina,62,255,0,Alto,0
2022-05-31,Losartan,421,394,0,Alto,0
2024-05-31,Amoxicilina,234,127,0,Bajo,0
2023-09-05,Metformina,466,282,0,Alto,0
2021-11-04,Amoxicilina,122,171,0,Medio,0
2023-08-08,Amoxicilina,320,738,0,Bajo,0
2021-02-15,Paracetamol,183,499,0,Alto,0
2024-01-05,Metformina,256,962,0,Medio,0
2022-07-04,Salbutamol,237,381,0,Alto,0
2021-11-18,Simvastatina,158,157,0,Medio,0
2021-03-19,Loratadina,399,526,0,Bajo,0
2021-11-26,Amoxicilina,358,203,0,Alto,0
2024-01-27,Metformina,469,769,0,Alto,0
2021-05-30,Ibuprofeno,314,566,0,Medio,0
2021-12-08,Metformina,300,203,0,Alto,0
2023-08-14,Simvastatina,113,348,0,Medio,0
2024-03-31,Omeprazol,309,895,1,Bajo,0
2023-08-23,Amoxicilina,235,180,0,Medio,0
2022-07-02,Loratadina,144,109,0,Alto,0
2024-01-20,Metformina,81,822,0,Alto,0
2024-03-06,Omeprazol,394,275,0,Alto,0
2022-04-29,Salbutamol,365,450,1,Bajo,0
2023-11-04,Amoxicilina,240,589,0,Medio,0
2022-11-25,Aspirina,325,940,0,Medio,0
2022-06-13,Losartan,393,322,0,Medio,0
2023-07-31,Simvastatina,442,217,1,Bajo,0
2022-02-27,Salbutamol,298,814,0,Alto,0
2021-11-10,Losartan,424,362,0,Bajo,0
2022-09-18,Aspirina,353,356,0,Medio,0
2022-04-01,Paracetamol,401,887,0,Bajo,0
2022-07-02,Ibuprofeno,449,933,0,Medio,0
2021-06-10,Amoxicilina,52,540,0,Alto,0
2022-05-22,Metformina,61,127,0,Medio,0
2022-01-12,Metformina,471,559,0,Medio,0
2021-07-04,Simvastatina,58,976,0,Bajo,0
2022-11-28,Aspirina,428,784,0,Medio,0
2021-04-29,Salbutamol,175,335,0,Bajo,1
2023-06-20,Ibuprofeno,330,345,0,Alto,0
2021-03-07,Losartan,149,414,0,Medio,1
2022-02-12,Salbutamol,456,245,0,Bajo,0
2024-07-08,Loratadina,347,991,0,Bajo,0
2024-03-20,Ibuprofeno,229,173,1,Medio,0
2022-11-04,Loratadina,406,143,0,Alto,1
2024-03-30,Loratadina,73,752,0,Medio,0
2022-05-03,Metformina,291,828,0,Medio,0
2024-01-11,Ibuprofeno,153,604,0,Bajo,0
2021-06-07,Loratadina,362,313,0,Alto,0
2021-02-28,Omeprazol,334,144,0,Bajo,0
2021-07-22,Aspirina,143,367,0,Alto,0
2021-09-06,Losartan,147,356,1,Medio,0
2024-05-20,Paracetamol,336,644,1,Bajo,0
2022-04-23,Aspirina,87,274,0,Alto,0
2021-03-28,Loratadina,115,462,0,Alto,0
2022-08-05,Amoxicilina,363,465,0,Bajo,0
2022-05-26,Ibuprofeno,195,850,0,Alto,0
2021-08-16,Omeprazol,465,669,0,Bajo,0
2022-02-06,Amoxicilina,78,135,0,Bajo,0
2024-02-02,Omeprazol,432,802,0,Medio,0
2023-02-16,Amoxicilina,305,921,0,Bajo,0
2021-01-31,Simvastatina,373,204,0,Bajo,0
2021-02-27,Simvastatina,480,129,0,Medio,0
2024-07-18,Paracetamol,298,253,0,Medio,0
2021-10-28,Salbutamol,233,832,0,Alto,0
2023-05-24,Metformina,171,719,0,Medio,0
2022-05-10,Ibuprofeno,271,132,0,Alto,0
2022-07-06,Simvastatina,263,456,0,Medio,0
2022-05-10,Omeprazol,148,573,0,Bajo,0
2022-10-24,Metformina,176,591,0,Medio,0
2023-08-22,Amoxicilina,440,992,0,Alto,0
2023-10-03,Salbutamol,459,939,0,Alto,0
2022-08-06,Ibuprofeno,227,108,1,Medio,0
2023-06-14,Aspirina,76,760,0,Bajo,0
2023-10-18,Omeprazol,344,605,0,Alto,0
2024-06-30,Ibuprofeno,77,248,0,Bajo,0
2023-05-18,Simvastatina,60,202,0,Bajo,0
2022-01-03,Omeprazol,256,465,0,Alto,0
2024-04-07,Metformina,356,649,0,Medio,0
2021-02-19,Ibuprofeno,164,440,0,Medio,0
2022-07-20,Losartan,255,978,0,Alto,0
2022-08-11,Aspirina,415,880,0,Bajo,0
2024-05-05,Ibuprofeno,270,159,0,Alto,0
2024-03-18,Loratadina,155,951,0,Alto,0
2021-02-21,Amoxicilina,58,375,1,Medio,0
2021-12-20,Salbutamol,408,736,0,Bajo,0
2023-10-20,Ibuprofeno,134,502,0,Alto,0
2021-03-29,Losartan,93,587,0,Alto,0
2022-06-16,Losartan,62,675,0,Bajo,0
2024-01-03,Salbutamol,236,914,0,Medio,0
2021-10-21,Metformina,245,320,0,Alto,0
2023-01-12,Simvastatina,334,761,0,Medio,0
2023-11-09,Metformina,129,434,0,Bajo,0
2022-11-26,Loratadina,83,873,1,Alto,0
2022-04-19,Aspirina,77,454,0,Bajo,0
2022-08-03,Loratadina,122,924,0,Medio,0
2021-08-25,Aspirina,450,224,0,Alto,0
2022-07-24,Metformina,322,583,0,Bajo,0
2021-12-24,Simvastatina,196,742,0,Medio,0
2021-11-10,Ibuprofeno,383,460,0,Bajo,0
2023-06-12,Aspirina,165,369,0,Alto,0
2023-03-07,Simvastatina,456,365,0,Bajo,0
2022-02-18,Aspirina,462,262,0,Bajo,0
2022-02-09,Amoxicilina,217,793,0,Medio,0
2021-07-20,Simvastatina,181,893,0,Bajo,0
2022-12-07,Losartan,308,923,0,Bajo,0
2023-03-04,Aspirina,160,688,0,Medio,0
2024-08-07,Amoxicilina,137,698,0,Medio,0
2021-05-14,Simvastatina,494,403,0,Bajo,0
2024-06-11,Ibuprofeno,323,113,0,Bajo,0
2021-08-03,Paracetamol,482,968,0,Bajo,0
2023-07-20,Losartan,345,231,0,Medio,0
2024-05-12,Salbutamol,491,987,0,Bajo,0
